sample-blocker	PASS
demo-private	PASS
demo-ephemeral	PASS
offline-demo	PASS
cli-local	PASS
json-output	PASS
exit-codes	PASS
archive-safe	PASS
archive-layout	PASS
evidence-validation	PASS
channel-policy-checks	PASS
public-key-only	PASS
read-only-check	PASS
homebrew-tap	PASS
windows-manifests	PASS
posix-installer	PASS
powershell-installer	PASS
release-checksums	PASS
release-identity	PASS
unsigned-builds	PASS
no-checkout	PASS
matrix-annotations	PASS
website-storage	PASS
free-core	PASS
